Region,Division,School ID,School Name,Estimated Cost,Year
CAR,Baguio City,136380,Adiwang Elementary School,5000000,2027
CAR,Baguio City,136381,Aguinaldo Elementary School,5000000,2025
CAR,Baguio City,136382,Baguio Central school,4000000,2025
CAR,Baguio City,136383,Dominican-Mirador Elementary School,5000000,2027
CAR,Baguio City,136384,Dontogan Elementary School,5000000,2026
CAR,Baguio City,136385,Josefa Cariño Elementary School,5000000,2026
CAR,Baguio City,136386,Pacday Quinio Elementary School,5000000,2028
CAR,Baguio City,136387,Quezon Hill Elementary School,4000000,2029
CAR,Baguio City,136388,Elpidio R. Quirino Elementary School,4000000,2029
CAR,Baguio City,136389,San Carlos Heights Elementary School,5000000,2027
CAR,Baguio City,136390,San Luis Elementary School,5000000,2027
CAR,Baguio City,136391,Sto. Tomas Elementary School,5000000,2025
CAR,Baguio City,136392,Alfonso Tabora ES,5000000,2027
CAR,Baguio City,136393,Bonifacio Elementary school,5000000,2025
CAR,Baguio City,136394,Lucban Elementary school,4000000,2025
CAR,Baguio City,136395,Magsaysay Elementary School,5000000,2028
CAR,Baguio City,136396,Pinget Elementary School,4000000,2028
CAR,Baguio City,136397,Pinsao Elementary School,5000000,2029
CAR,Baguio City,136398,Quirino Hill ES,5000000,2027
CAR,Baguio City,136399,Don Mariano Marcos Elementary School,5000000,2025
CAR,Baguio City,136400,Dona Aurora Elementary School,4000000,2029
CAR,Baguio City,136401,Doña Nicasia Puyat ES,5000000,2026
CAR,Baguio City,136402,Gibraltar Elementary School,5000000,2026
CAR,Baguio City,136403,Apolinario Mabini ES,4000000,2025
CAR,Baguio City,136404,Rizal Elementary School,4000000,2025
CAR,Baguio City,136405,Bakakeng Elementary School,4000000,2029
CAR,Baguio City,136406,Camp 7 Elementary School,5000000,2027
CAR,Baguio City,136407,Crystal Cave Integrated    School,5000000,2027
CAR,Baguio City,136408,Dona Aurora H. Bueno Elementary School,5000000,2026
CAR,Baguio City,136410,Happy Hollow Elementary School,5000000,2028
CAR,Baguio City,136411,Jose P. Laurel Elementary School,5000000,2026
CAR,Baguio City,136412,Lindawan Elementary School,5000000,2026
CAR,Baguio City,136413,Loakan Elementary School,4000000,2029
CAR,Baguio City,136414,Manuel L. Quezon Elementary School,4000000,2025
CAR,Baguio City,136415,Manuel A. Roxas Elementary School,5000000,2028
CAR,Baguio City,136416,San Vicente Elementary School,4000000,2025
CAR,Baguio City,136417,SPED Center (FL),4000000,2025
CAR,Baguio City,221501,Kias Elementary School,5000000,2026
CAR,Baguio City,221502,Baguio Country Club Village Elementary School,5000000,2027
CAR,Baguio City,221503,Springhills Elementary School,5000000,2027
CAR,Baguio City,221504,Brookspoint Elementary School,5000000,2027
CAR,Baguio City,221505,Irisan Elementary School,5000000,2028
CAR,Baguio City,221506,Fairview Elementary School,5000000,2026
CAR,Baguio City,221507,Holy Ghost Extension ES,5000000,2028
CAR,Baguio City,305269,Baguio City High School - Main,4000000,2025
CAR,Baguio City,305270,Dona Aurora National High School,5000000,2026
CAR,Baguio City,305271,Bakakeng National High School,4000000,2029
CAR,Baguio City,305273,Happy Hollow National High School,5000000,2028
CAR,Baguio City,305274,Lindawan National High School,5000000,2026
CAR,Baguio City,305275,Mil-an National High School,4000000,2025
CAR,Baguio City,305276,Rizal National High School,4000000,2029
CAR,Baguio City,305277,Roxas National High School,5000000,2027
CAR,Baguio City,305278,San Vicente National High School (Integrated Senior High School),4000000,2029
CAR,Baguio City,305279,Sto. Tomas National High School,4000000,2029
CAR,Baguio City,305280,Irisan National High School,4000000,2029
CAR,Baguio City,305281,Pines City National High School,4000000,2028
CAR,Baguio City,305282,Guisad Valley National High School,4000000,2029
CAR,Baguio City,305283,Magsaysay National High School,4000000,2028
CAR,Baguio City,305284,Joaquin Smith National High School,4000000,2029
CAR,Baguio City,305285,Pinsao National High School,5000000,2029
CAR,Baguio City,305286,Pinget National High School,4000000,2028
CAR,Baguio City,305287,Quezon Hill National High School,5000000,2027
CAR,Baguio City,319302,Dominican-Mirador National High School,5000000,2028
CAR,Baguio City,319304,Hillside National High School,5000000,2028
CAR,Benguet,135660,Marivic Elementary School,4500000,2026
CAR,Benguet,135373,Beckes Pol-oc PS,2500000,2026
CAR,Benguet,135376,Bonglo ES,3000000,2027
CAR,Benguet,135377,Bosleng Elementary School,2500000,2027
CAR,Benguet,135378,Busoc PS,2500000,2026
CAR,Benguet,135380,Calasipan ES,2500000,2027
CAR,Benguet,135381,Balansi Arenos ES (formerly Caliking ES),2500000,2028
CAR,Benguet,135382,Camp 30 ES,3000000,2026
CAR,Benguet,135383,Celo Haight Elementary School,2886210.964,2026
CAR,Benguet,135385,Dalmacio Miguel PS,2500000,2028
CAR,Benguet,135387,Englandad PS,2050176.21,2028
CAR,Benguet,135388,Filomena P. Cating ES,5000000,2028
CAR,Benguet,135390,Inuman Primary School,2500000,2028
CAR,Benguet,135391,Ja'pa ES,2500000,2028
CAR,Benguet,135392,Mauro P. Laruan ES,3000000,2026
CAR,Benguet,135393,Naguey ES,3000000,2030
CAR,Benguet,135394,Oyusan PS,2317590.49,2030
CAR,Benguet,135395,Pasdong ES,5000000,2030
CAR,Benguet,135396,Sabdjat Primary School,5000000,2030
CAR,Benguet,135397,Topdac ES,5000000,2026
CAR,Benguet,135398,Rufino Alawas ES (Tulodan ES),5000000,2030
CAR,Benguet,305130,Camp 30 National High School,2495866.68,2025
CAR,Benguet,306057,Franklin Guy Haight National High School,10000000,2026
CAR,Benguet,502170,Boneng Integrated School,10000000,2026
CAR,Benguet,502619,Cagui-ing Integrated School,2500000,2027
CAR,Benguet,135403,Bakun Central School,3500000,2030
CAR,Benguet,135406,Ketagan-Cabatan ES,5000000,2026
CAR,Benguet,135407,Cadsi Amoy ES,4000000,2030
CAR,Benguet,135408,Bulisay ES,2300000,2030
CAR,Benguet,135409,Dio-alan PS,2875000,2030
CAR,Benguet,135410,Cabutotan ES,2300000,2030
CAR,Benguet,135411,Copcopit ES,2875000,2026
CAR,Benguet,135412,Tap-ayao-Abiyang ES,5000000,2030
CAR,Benguet,135414,Alicay-Segundo ES (Dalingoan ES),2600000,2030
CAR,Benguet,135415,Tingbaoen-Galisen ES,5000000,2026
CAR,Benguet,135417,Labinio-Acquisio ES,5000000,2030
CAR,Benguet,135421,Nagawa ES,2600000,2030
CAR,Benguet,135423,Tanas ES,4725000,2030
CAR,Benguet,135425,Sinacbat ES,4050000,2030
CAR,Benguet,135426,Talbino ES,5000000,2030
CAR,Benguet,219513,Guing-oy Elementary School,2700000,2030
CAR,Benguet,219528,Batanes Primary School,4050000,2030
CAR,Benguet,219529,Mateo Balsaoen Elementary School,2800000,2030
CAR,Benguet,219530,Yugo-Bantales Elementary School,2800000,2030
CAR,Benguet,219534,Masalin Primary School,2800000,2030
CAR,Benguet,305131,Bakun National High School,2588002.48,2025
CAR,Benguet,318911,Sinacbat National High School,5400000,2025
CAR,Benguet,501809,Palidan Integrated School,3000000,2025
CAR,Benguet,135427,Ambangeg ES,5000000,2029
CAR,Benguet,135428,Ambuklao ES,3000000,2029
CAR,Benguet,135429,Banao Elementary School,5000000,2029
CAR,Benguet,135430,Bangao ES,5000000,2029
CAR,Benguet,135431,Bangen ES,5000000,2028
CAR,Benguet,135432,Bantas Suanding ES,3000000,2028
CAR,Benguet,135433,Bila ES,3000000,2028
CAR,Benguet,135435,Bokod CS,3500000,2028
CAR,Benguet,135436,Bulo ES,5000000,2028
CAR,Benguet,135437,Camanggaan ES,3000000,2029
CAR,Benguet,135438,Daklan ES,3000000,2029
CAR,Benguet,135440,Ekip ES,5000000,2029
CAR,Benguet,135441,Galsa ES,5000000,2029
CAR,Benguet,135443,Kawal ES,5000000,2029
CAR,Benguet,135444,Kiweng PS,5000000,2029
CAR,Benguet,135445,Alfredo P. Chanao Elementary School,5000000,2029
CAR,Benguet,135446,Liboong PS,5000000,2029
CAR,Benguet,135449,Otbong PS,5000000,2027
CAR,Benguet,135450,Palansa ES,3500000,2027
CAR,Benguet,135451,Pidile PS,5200000,2027
CAR,Benguet,135452,Celo Doni PS,5200000,2027
CAR,Benguet,135453,Pilpiok ES,5200000,2027
CAR,Benguet,135454,Poodan ES,5200000,2030
CAR,Benguet,135455,Tikey Primary School,5200000,2030
CAR,Benguet,135456,Wakal ES,5200000,2030
CAR,Benguet,135541,Alberto Cuilan Mem. School,5200000,2030
CAR,Benguet,219506,Adonot PS,5200000,2030
CAR,Benguet,219507,Bunagan Elementary School,5200000,2030
CAR,Benguet,219509,Line 10 PS - Palpalan,5200000,2030
CAR,Benguet,219514,Karao Tribe Elementary School,5200000,2030
CAR,Benguet,219517,Akbot Alicnas ES,5200000,2030
CAR,Benguet,219518,Ambayec PS,2500000,2028
CAR,Benguet,219519,Bakian Guiniawan PS,5200000,2028
CAR,Benguet,219520,Bawempeta PS,5200000,2028
CAR,Benguet,305135,Bokod National High School,10000000,2025
CAR,Benguet,305163,Ambuklao National High School,10000000,2026
CAR,Benguet,305956,Ambangeg National High School,2000000,2025
CAR,Benguet,318901,Daklan National High School,10000000,2025
CAR,Benguet,501760,Nawal Integrated School,6600000,2026
CAR,Benguet,135457,Abatan ES,6600000,2028
CAR,Benguet,135462,Antopac-Lusong Primary School,2400000,2031
CAR,Benguet,135467,Bangsalan-Daganos PS,2875000,2028
CAR,Benguet,135470,Bekes ES,4200000,2029
CAR,Benguet,135472,Bot-oan ES,3450000,2029
CAR,Benguet,135473,Buguias CS,6600000,2030
CAR,Benguet,135475,Cabuguiasan PS,4025000,2030
CAR,Benguet,135476,Calamagan PS,3450000,2030
CAR,Benguet,135477,Catlubong-Adiston ES,4025000,2031
CAR,Benguet,135479,Cotcot-Talabis ES,7475000,2031
CAR,Benguet,135481,Kimpit PS,2875000,2031
CAR,Benguet,135482,Cayat-Laduan Elementary School (formerly Ladoan PS),3000000,2031
CAR,Benguet,135485,Loo ES,4000000,2031
CAR,Benguet,135486,Nabalicong Saltin ES,2500000,2031
CAR,Benguet,135488,Naytokyab ES,2500000,2031
CAR,Benguet,135489,Orlani Telitel PS,3000000,2031
CAR,Benguet,135490,Paing ES,2500000,2031
CAR,Benguet,135491,Pan-ayaoan ES,4200000,2031
CAR,Benguet,135492,Pasbol-Belino  Elementary School,3500000,2031
CAR,Benguet,135493,Pugo James Mocate ES,4025000,2031
CAR,Benguet,135494,Saclalan Sagandoy ES,3750000,2031
CAR,Benguet,135495,Sagandoy ES,3750000,2031
CAR,Benguet,135497,Sinipsip ES,3000000,2031
CAR,Benguet,135498,Tin-apan PS,3500000,2031
CAR,Benguet,135499,Tindo-Bosania Elementary School,3500000,2031
CAR,Benguet,219501,Tonglo-Cariño PS,3500000,2031
CAR,Benguet,219503,Deccan ES,2500000,2027
CAR,Benguet,219508,Taba-ao-Marcos Elementary School,4025000,2027
CAR,Benguet,219515,Matso-Tokiyas Elementary School (formerly Ambanglo PS),2500000,2027
CAR,Benguet,219533,Engay Willie Bay-an (Kayang) Elementary School,4050000,2027
CAR,Benguet,305136,Buguias National High School,7475000,2025
CAR,Benguet,305137,Catlubong National High School,7475000,2025
CAR,Benguet,305138,Loo National High School,5000000,2025
CAR,Benguet,305158,Sinipsip National High School,7475000,2025
CAR,Benguet,318902,Bangao National High School,6600000,2025
CAR,Benguet,318912,Natubleng National High School,7475000,2025
CAR,Benguet,501301,Gatawa C. Dontogan Integrated School,7475000,2026
CAR,Benguet,501757,Lam-ayan Integrated School,4200000,2026
CAR,Benguet,135503,Gold Creek ES,5200000,2031
CAR,Benguet,135506,Labilab ES,2500000,2027
CAR,Benguet,135507,Liang PS,3000000,2031
CAR,Benguet,135508,Loacan ES,5200000,2031
CAR,Benguet,135509,Luneta Elementary School,3000000,2031
CAR,Benguet,135510,Midas Elementary School,5200000,2031
CAR,Benguet,135511,Pacalso ES,5200000,2031
CAR,Benguet,135514,Ucab ES,5200000,2026
CAR,Benguet,135515,Acupan ES,5200000,2031
CAR,Benguet,135516,Ampucao Elementary School,5200000,2031
CAR,Benguet,135517,Balatoc Elementary School,5200000,2031
CAR,Benguet,135518,Banget ES,5200000,2031
CAR,Benguet,135519,Dalicno Elementary School,3000000,2027
CAR,Benguet,135520,Domolpos Com. Sch.,5200000,2031
CAR,Benguet,135521,Fianza Elementary School,5200000,2031
CAR,Benguet,135523,Goldfield Elementary School,5200000,2031
CAR,Benguet,135524,Itogon Central School,5200000,2032
CAR,Benguet,135525,Lab-ang Com. Sch.,5200000,2032
CAR,Benguet,135526,Lawiguen Elementary School,5200000,2032
CAR,Benguet,135527,Lusod Community School,3000000,2031
CAR,Benguet,135528,Solomon Solano Elementary School,3000000,2032
CAR,Benguet,135530,Oling Elementary School,3000000,2032
CAR,Benguet,135531,Tapsan Elementary School,3000000,2032
CAR,Benguet,135533,Saybuan PS,3000000,2031
CAR,Benguet,135534,Sayo Primary School,5200000,2032
CAR,Benguet,135535,Tabu Elementary School,5200000,2032
CAR,Benguet,135536,Tinongdan Elementary School,5200000,2026
CAR,Benguet,219516,Daynet Elementary School,5200000,2027
CAR,Benguet,219531,Alejandro L. Altiga Sr. ES (formerly Simpa PS),5200000,2032
CAR,Benguet,305126,Ampucao National High School,10000000,2025
CAR,Benguet,305134,Binga National High School,5200000,2026
CAR,Benguet,305142,Laurencio Fianza National High School,10000000,2025
CAR,Benguet,318907,Bantic National High School,10000000,2026
CAR,Benguet,502175,Manganese Integrated School,5200000,2026
CAR,Benguet,502315,Virac Integrated School,5200000,2026
CAR,Benguet,502316,Tocmo Integrated School,3500000,2026
CAR,Benguet,135540,Anchokey PS,5200000,2032
CAR,Benguet,135542,Asokong Pacso ES,2500000,2032
CAR,Benguet,135543,James Calabias Elementary School,5200000,2027
CAR,Benguet,135545,Bio B. Midol ES,3000000,2032
CAR,Benguet,135546,Batan ES,2500000,2032
CAR,Benguet,135547,Tamang ES,5200000,2027
CAR,Benguet,135548,Bashoy ES,3000000,2027
CAR,Benguet,135550,Chapides ES,5200000,2027
CAR,Benguet,135551,Duacan PS,2500000,2029
CAR,Benguet,135552,Eddet ES,3000000,2029
CAR,Benguet,135553,Kabayan Bo. ES,2500000,2029
CAR,Benguet,135555,Lusod ES,3500000,2029
CAR,Benguet,135556,Mongoto Elementary School,5200000,2029
CAR,Benguet,135557,Tawangan ES,1880360.747,2029
CAR,Benguet,135558,Tinaleb ES,5200000,2027
CAR,Benguet,219510,Mt. Pulag Elementary School,1956938.12,2032
CAR,Benguet,219523,Awing PS,2938590.442,2032
CAR,Benguet,219524,Lebeng PS,5200000,2032
CAR,Benguet,305146,Adaoay National High School,5200000,2025
CAR,Benguet,502173,Ballay Integrated School,3500000,2026
CAR,Benguet,502174,Abucot Integrated School,5200000,2026
CAR,Benguet,502622,Kabayan Central Integrated School,3500000,2029
CAR,Benguet,135560,Ampongot ES,5200000,2032
CAR,Benguet,135561,Baguionas Bo. Sch.,3500000,2032
CAR,Benguet,135566,Catiaoan Bo. Sch.,2500000,2032
CAR,Benguet,135567,Cayapes Bo. Sch.,3500000,2032
CAR,Benguet,135568,Cuba Bo. Sch.,2500000,2032
CAR,Benguet,135572,Kaliwaga Barrio School,3000000,2034
CAR,Benguet,135574,Laoangan Bo. Sch.,3500000,2034
CAR,Benguet,135576,Liblibeng Bo. Sch.,3000000,2034
CAR,Benguet,135580,Pakawan Barrio School,5200000,2034
CAR,Benguet,135581,Paykek ES,5200000,2034
CAR,Benguet,135582,Pongayan Bo. Sch.,2303160.054,2034
CAR,Benguet,135584,Sagubo ES,2011711.512,2034
CAR,Benguet,135587,Tadayan Bo. Sch.,5200000,2028
CAR,Benguet,135588,Tawang Barrio School,5200000,2034
CAR,Benguet,135589,Toplac Bo. Sch.,2763280.97,2034
CAR,Benguet,135590,Ubod Bo. Sch.,2763280.97,2034
CAR,Benguet,305148,Kapangan National High School,10000000,2025
CAR,Benguet,502623,Gaswiling Integrated School,2500000,2027
CAR,Benguet,135591,Badeo Bo. Sch.,6000000,2034
CAR,Benguet,135592,Batangan Elementary School,7500000,2034
CAR,Benguet,135593,Bekes Elementary School,6000000,2027
CAR,Benguet,135594,Camilo Lucaben ES,6250000,2034
CAR,Benguet,135595,Ewa-Bokes Elementary School,6250000,2027
CAR,Benguet,135596,Tabbac Bo. School,6250000,2034
CAR,Benguet,135597,Kibungan CS,6250000,2027
CAR,Benguet,135598,Lanipew Bo. Sch.,6000000,2034
CAR,Benguet,135599,Legleg Bo. Sch.,5200000,2027
CAR,Benguet,135601,Gasal Barrio School,5200000,2027
CAR,Benguet,135602,Enrique Jose ES,6600000,2027
CAR,Benguet,135604,Napsong Bo. Sch.,5200000,2027
CAR,Benguet,135605,Pakpakitan Elementary School,5200000,2034
CAR,Benguet,135606,Palina IS (form. Palina ES),6285471.21,2034
CAR,Benguet,135607,Polis Barrio School,3333662.76,2034
CAR,Benguet,135608,Saddle ES,4500000,2034
CAR,Benguet,135610,Tableo Barrio School,5200000,2027
CAR,Benguet,135611,Es-Esa Soblino Alodos ES (Tacadang),6300000,2034
CAR,Benguet,135612,Tonguey-Nalusbo PS,5200000,2034
CAR,Benguet,219525,Les-eng Primary School,5200000,2034
CAR,Benguet,219532,Sapdaan Primary School,2500000,2027
CAR,Benguet,501761,Sagpat Integrated School,6720984.1,2025
CAR,Benguet,502169,Mocgao Integrated School,7500000,2026
CAR,Benguet,502171,Lubo Integrated School,6250000,2026
CAR,Benguet,135613,Don Pulas ES (formerly Alapang Camp Dangwa ES),5000000,2027
CAR,Benguet,135614,Alno-Kadoorie ES,5000000,2034
CAR,Benguet,135615,Ambiong ES,2641196.236,2034
CAR,Benguet,135617,Balili ES,5000000,2028
CAR,Benguet,135618,Balukas Elementary School,5000000,2028
CAR,Benguet,135619,Bekkel ES,5000000,2028
CAR,Benguet,135620,Benguet SPED Center,2500000,2025
CAR,Benguet,135621,Bineng ES,3000000,2033
CAR,Benguet,135622,Bodiweng ES,2500000,2033
CAR,Benguet,135628,Lubas ES,3232989.278,2033
CAR,Benguet,135629,Pagal ES,2500000,2033
CAR,Benguet,135630,Pico ES,2500000,2033
CAR,Benguet,135632,Tacdian ES,3500000,2033
CAR,Benguet,135634,Tawang ES,3105305.882,2034
CAR,Benguet,135635,Wangal ES,5000000,2034
CAR,Benguet,305133,Benguet National High School,14000000,2025
CAR,Benguet,305539,Ambiong National High School,5000000,2026
CAR,Benguet,318905,La Trinidad National High School,10000000,2025
CAR,Benguet,318909,Eastern La Trinidad National High School,10000000,2025
CAR,Benguet,135637,Ampuntoc PS,3000000,2034
CAR,Benguet,135639,Ayosep PS,2500000,2034
CAR,Benguet,135640,Kema PS,2500000,2034
CAR,Benguet,135642,Balili Elementary School,2058681.897,2027
CAR,Benguet,135644,Bedbed Elementary School,3000000,2027
CAR,Benguet,135645,Bulalacao ES,5000000,2028
CAR,Benguet,135646,Cabacab Elementary School,4000000,2033
CAR,Benguet,135647,Cabitin ES,5000000,2033
CAR,Benguet,135648,Ca-ew ES,5000000,2033
CAR,Benguet,135650,Colalo ES,3000000,2033
CAR,Benguet,135651,Cotcot Elementary School,5000000,2033
CAR,Benguet,135652,Guiweng PS,5000000,2033
CAR,Benguet,135653,Guinaoang Elementary School,5000000,2033
CAR,Benguet,135654,Las-igan Elementary School,5000000,2033
CAR,Benguet,135655,Lepanto ES,5000000,2033
CAR,Benguet,135657,Ulsino Primary School,1800000,2029
CAR,Benguet,135658,Mankayan Central School,5000000,2029
CAR,Benguet,135659,Mantiyeng PS,5000000,2029
CAR,Benguet,135663,Pacda Primary School,5000000,2029
CAR,Benguet,135664,Paco ES,5000000,2033
CAR,Benguet,135665,Palatong ES,5000000,2033
CAR,Benguet,135666,Payeo PS,2500000,2033
CAR,Benguet,135667,Sapid Elementary School,5000000,2033
CAR,Benguet,135668,Suyoc ES,5000000,2033
CAR,Benguet,135669,Taneg ES,5000000,2033
CAR,Benguet,135670,Taneg PS,5000000,2033
CAR,Benguet,219511,Dagadag Primary School,5000000,2033
CAR,Benguet,219512,Lap-angan PS,5000000,2033
CAR,Benguet,219521,Sayapot PS,5000000,2033
CAR,Benguet,219526,Bato PS,5000000,2033
CAR,Benguet,305132,Bedbed National High School,10000000,2025
CAR,Benguet,305144,Guinaoang National High School,10000000,2025
CAR,Benguet,305151,Lepanto National High School,10000000,2025
CAR,Benguet,305152,Balili National High School,10000000,2025
CAR,Benguet,305153,Tabio NHS,10000000,2026
CAR,Benguet,305155,Mankayan National High School,10000000,2025
CAR,Benguet,318917,Cabacab National High School,10000000,2026
CAR,Benguet,502168,Mogao Integrated School,5000000,2026
CAR,Benguet,502314,Camanpaguey Integrated School,10000000,2026
CAR,Benguet,135675,Ebbes ES,5000000,2033
CAR,Benguet,135676,Jose Gonzales ES,5000000,2033
CAR,Benguet,135678,Mating Mang-osan ES,3000000,2033
CAR,Benguet,135680,Pappa MG School,2500000,2033
CAR,Benguet,135682,Talete MG School,3000000,2033
CAR,Benguet,135683,Taya MG School,2500000,2033
CAR,Benguet,135684,Yabyabuan MG School,5000000,2033
CAR,Benguet,219527,Sumakey Multi-Grade School (formerly Amsalsal Primary School),2500000,2033
CAR,Benguet,502618,Omas Ampaguey Integrated School,10000000,2026
CAR,Benguet,100958,Tagadi Housing Elementary School,5000000,2032
CAR,Benguet,135685,Andolor ES,5000000,2032
CAR,Benguet,135688,Camp 3 ES,5000000,2032
CAR,Benguet,135691,Gavino Palaoag ES,3500000,2032
CAR,Benguet,135692,Gilbert Semon ES,5000000,2032
CAR,Benguet,135693,Indaoac ES,5000000,2032
CAR,Benguet,135694,Kabuyao ES,5000000,2032
CAR,Benguet,135696,Klondykes ES,5000000,2032
CAR,Benguet,135697,Ligay ES,3000000,2032
CAR,Benguet,135698,Lubas ES,5000000,2032
CAR,Benguet,135699,Labney PS,5000000,2028
CAR,Benguet,135701,Mariano Sabarino ES,5000000,2032
CAR,Benguet,135703,Nangalisan ES,5000000,2032
CAR,Benguet,135704,Paran Laruan Elementary School,2500000,2032
CAR,Benguet,135706,Poyopoy ES,3000000,2028
CAR,Benguet,135707,Besong-Saddle PS,5000000,2028
CAR,Benguet,135709,Salpang ES,5000000,2028
CAR,Benguet,135710,San Pascual ES,5000000,2028
CAR,Benguet,135711,Sioco Carino ES,5000000,2028
CAR,Benguet,135712,Taloy Norte ES,5000000,2029
CAR,Benguet,135713,Taloy Sur Elementary School,5000000,2028
CAR,Benguet,135714,Torre ES,5000000,2028
CAR,Benguet,135715,Toybongan ES,5000000,2028
CAR,Benguet,135716,Tuba Central School,5000000,2029
CAR,Benguet,135717,Yagyagan ES,5000000,2029
CAR,Benguet,305141,Evelio Javier Memorial National High School,10000000,2025
CAR,Benguet,305160,Tuba National High School,10000000,2025
CAR,Benguet,305161,Taloy Sur NHS,11000000,2026
CAR,Benguet,318904,Tuba Central NHS,10000000,2025
CAR,Benguet,501758,Saguitlang Integrated School,10000000,2025
CAR,Benguet,501951,Kiwas Integrated School,10000000,2025
CAR,Benguet,502340,Miguel Palispis Integrated School,10000000,2025
CAR,Benguet,135723,Basil ES,5000000,2028
CAR,Benguet,135724,Langbis PS,5000000,2029
CAR,Benguet,135725,Dorencio ES,5000000,2029
CAR,Benguet,135727,Luisa Becka ES,5000000,2029
CAR,Benguet,135729,Mamuyod ES,5000000,2029
CAR,Benguet,135731,Palew ES,5000000,2029
CAR,Benguet,135732,Pangablan Elementary School,5000000,2029
CAR,Benguet,135735,Ciriaco Magno ES,5000000,2028
CAR,Benguet,135736,Sto. Niño ES,5000000,2028
CAR,Benguet,135738,Dackias ES,5000000,2028
CAR,Benguet,305164,Tublay National Trade High School,10000000,2025
CAR,Ifugao,135741,Awayan ES,1320169.709,2029
CAR,Ifugao,135742,Awayan ES - Annex,1376352.181,2033
CAR,Ifugao,135744,Butac ES,1503350.465,2030
CAR,Ifugao,135746,Chalalo ES,1483328.007,2028
CAR,Ifugao,135748,Damag Elementary School,1374222.422,2031
CAR,Ifugao,135749,Galonogon ES,2404118.971,2029
CAR,Ifugao,135758,Monggayang ES,1321501.295,2026
CAR,Ifugao,135760,Pojnaan ES,2076116.347,2027
CAR,Ifugao,135762,Ubao ES,1963706.851,2025
CAR,Ifugao,135765,Bangar ES,1376047.929,2029
CAR,Ifugao,135767,Calimag ES,1465607.934,2032
CAR,Ifugao,135768,Calupaan ES,1375439.427,2028
CAR,Ifugao,135769,Caragasan ES,1374222.422,2030
CAR,Ifugao,135770,Catubangan ES,1318838.123,2033
CAR,Ifugao,135772,Kiling ES,1374830.924,2031
CAR,Ifugao,135777,Namnama ES,1888054.24,2029
CAR,Ifugao,135778,Ngileb ES,2367888.15,2027
CAR,Ifugao,135779,Pinto ES,2198132.542,2026
CAR,Ifugao,135780,Potia ES,2333496.046,2030
CAR,Ifugao,135781,San Jose ES,1312887.55,2031
CAR,Ifugao,135782,San Juan ES,1430674.427,2032
CAR,Ifugao,135783,San Marcos ES,1377264.935,2034
CAR,Ifugao,135784,San Quintin ES,1666613.648,2029
CAR,Ifugao,135785,Sto. Domingo ES,1429305.685,2030
CAR,Ifugao,137161,Dimas Ogano Elementary School,1765240.67,2033
CAR,Ifugao,220022,Sto. Domingo ES Annex,1311822.281,2034
CAR,Ifugao,305936,Potia National High School,2127859.777,2025
CAR,Ifugao,135787,Antipolo ES,1732185.798,2029
CAR,Ifugao,135793,Haliap ES,1915418.368,2027
CAR,Ifugao,135804,Panubtuban ES,2152571.155,2028
CAR,Ifugao,305174,Natcak NHS,2231771.893,2025
CAR,Ifugao,135808,Amganad ES,1367206.579,2031
CAR,Ifugao,135810,Anaba ES,1436149.394,2028
CAR,Ifugao,135811,Balawis ES,1377576.189,2032
CAR,Ifugao,135818,Cambulo ES,1446587.091,2025
CAR,Ifugao,135822,Ducligan ES,1439571.248,2029
CAR,Ifugao,135824,Gohang ES,1439743.382,2027
CAR,Ifugao,135826,Patilong ES,1446759.224,2030
CAR,Ifugao,135829,Tam-an ES,1321501.295,2033
CAR,Ifugao,135833,Bangtinon ES,2236971.364,2027
CAR,Ifugao,135840,Namulditan ES,2220733.605,2026
CAR,Ifugao,135841,O-ong Elementary School,2331879.514,2030
CAR,Ifugao,135848,Awa Primary School,1377622.877,2026
CAR,Ifugao,135851,Bokiawan ES,1425711.697,2031
CAR,Ifugao,135866,Bolog ES,2262116.88,2025
CAR,Ifugao,135869,Hucab ES,1083582.39,2027
CAR,Ifugao,135881,Burnay ES,2161322.66,2028
CAR,Ifugao,135884,Cudog ES,2058131.69,2025
CAR,Ifugao,135885,Dulao ES,2006123.61,2027
CAR,Ifugao,135889,Montabiong ES,1527525.135,2030
CAR,Ifugao,135893,Tungngod Elementary School,2225641.71,2032
CAR,Ifugao,135897,Bliss ES,1021867.64,2032
CAR,Ifugao,135898,Dunuan ES,2548663.81,2025
CAR,Ifugao,135901,Jolowon ES,1952360.41,2031
CAR,Ifugao,135904,Mabatobato ES,1617874.94,2034
CAR,Ifugao,135907,Nayon ES,2143167.78,2025
CAR,Ifugao,135909,Panopdopan ES,2273717.15,2026
CAR,Ifugao,135914,Salamague ES,974749.65,2028
CAR,Ifugao,135915,Sanafe ES,1014528.75,2034
CAR,Ifugao,220003,Lucban Elementary School,1896385.75,2033
CAR,Ifugao,135923,Chaya Elementary School,1389434.987,2031
CAR,Ifugao,135924,Chumang ES,1390365.803,2028
CAR,Ifugao,135940,Tulaed ES,1453602.933,2026
CAR,Ifugao,135947,Gumhang Elementary School,1955895.317,2026
CAR,Kalinga,135959,Ab-abaan Elementary School,2000000,2025
CAR,Kalinga,135960,Angod Elementary School,2000000,2025
CAR,Kalinga,135961,Balantoy Elementary School,2000000,2025
CAR,Kalinga,135963,Balbalan Elementary School,2000000,2025
CAR,Kalinga,135964,Balbalasang Elementary School,2000000,2027
CAR,Kalinga,135965,Bassao Primary School,2000000,2026
