Region,Division,School ID,School Name,Estimated Cost,Year
Region IV-A,Quezon,108792,Miyunod ES,6000000,2027
Region IV-A,Quezon,108796,Tudturan ES,4000000,2026
Region IV-A,Quezon,165003,New Little Baguio ES,4000000,2026
Region IV-A,Quezon,500028,Binulasan Integrated School,5500000,2026
Region IV-A,Quezon,108979,Apad ES,5000000,2026
Region IV-A,Quezon,108980,Bukal ES,5000000,2028
Region IV-A,Quezon,108985,Jomalig CES,6116119.73,2025
Region IV-A,Quezon,301333,Jomalig NHS,6794215.4,2025
Region IV-A,Quezon,302394,Apad Jomalig National High School (Apad NHS),4800000,2026
Region IV-A,Quezon,108858,Prlng. Elem. Ng Mayit-Manasa,4000000,2029
Region IV-A,Quezon,108860,Paaralang Elementary ng Maka,4500000,2026
Region IV-A,Quezon,108861,Paaralang Elementary ng Nakal,4500000,2026
Region IV-A,Quezon,108862,Paaralang Elementary ng Piis,4500000,2026
Region IV-A,Quezon,108863,Prlng. Elem. Ng Lucban 1,5000000,2026
Region IV-A,Quezon,108864,Prlng. Elem. Ng Lucban 2 (PEL II-A & II-B),5000000,2026
Region IV-A,Quezon,108869,Prlng. Elem. Ng Lucban 5,4000000,2029
Region IV-A,Quezon,108870,Prlng. Elem. Ng Lucban 6,4000000,2029
Region IV-A,Quezon,108871,Prlng. Elem. Ng Lucban 7,4000000,2029
Region IV-A,Quezon,301364,Paaralang Sek. Ng Lukban Integrated(formerly Paaralang Sekundarya ng Lucban),7000000,2026
Region IV-A,Quezon,301366,Nagsinamo NHS,5500000,2026
Region IV-A,Quezon,108890,Balaybalay ES,4500000,2028
Region IV-A,Quezon,108893,Mabato ES,4000000,2028
Region IV-A,Quezon,108897,Remedios II ES,6000000,2027
Region IV-A,Quezon,108902,Bagong Bayan ES,4500000,2026
Region IV-A,Quezon,108903,Cagbalete I Elementary School,5000000,2026
Region IV-A,Quezon,108904,Cagbalete I Annex ES,7000000,2027
Region IV-A,Quezon,108905,Cagbalete II ES (P.H. Dela Costa ES),7000000,2027
Region IV-A,Quezon,108908,Cagsiay III ES,6000000,2027
Region IV-A,Quezon,108909,Cagsiay III Annex ES,6000000,2027
Region IV-A,Quezon,108910,Doña Aurora ES,5000000,2026
Region IV-A,Quezon,108911,Mauban South CES I,4800000,2026
Region IV-A,Quezon,108912,Plaridel ES,4000000,2026
Region IV-A,Quezon,108913,Polo ES,4000000,2026
Region IV-A,Quezon,108914,Rosario ES,4500000,2026
Region IV-A,Quezon,108915,San Jose ES,6000000,2027
Region IV-A,Quezon,108916,Sta. Lucia ES,4000000,2026
Region IV-A,Quezon,108917,Sto. Niño ES,6000000,2027
Region IV-A,Quezon,110160,Pilaway ES,4000000,2026
Region IV-A,Quezon,165006,Mauban South CES II,4800000,2026
Region IV-A,Quezon,301301,Cagbalete Island National High School,10000000,2026
Region IV-A,Quezon,301319,Dr. Maria D. Pastrana National  High School,9000000,2025
Region IV-A,Quezon,301350,Manuel S. Enverga Memorial School of Arts and Trades,19347387.34,2025
Region IV-A,Quezon,308005,Cagsiay I National High School,7000000,2026
Region IV-A,Quezon,308007,Liwayway National High School,5500000,2026
Region IV-A,Quezon,308015,Cagsiay III NHS,7000000,2026
Region IV-A,Quezon,502445,Alitap Integrated School,4500000,2026
Region IV-A,Quezon,108962,Bagumbungan ES,4000000,2029
Region IV-A,Quezon,108963,Bantigue Elementary School,4000000,2029
Region IV-A,Quezon,108967,Malicboy East ES,4000000,2026
Region IV-A,Quezon,108970,Pagbilao CES (Pagbilao CES & Pabilao East CES),6500000,2026
Region IV-A,Quezon,108974,Parang - Pinagbayanan ES,4000000,2026
Region IV-A,Quezon,108975,Polo North ES,4000000,2026
Region IV-A,Quezon,108977,Talipan ES,7000000,2026
Region IV-A,Quezon,301367,Pagbilao Grande Island NHS,7000000,2025
Region IV-A,Quezon,500862,Binahaan Integrated School,5400000,2026
Region IV-A,Quezon,108559,Bongliw ES,6000000,2027
Region IV-A,Quezon,108569,Rizal ES,6000000,2027
Region IV-A,Quezon,109026,Bonbon ES,6000000,2027
Region IV-A,Quezon,109031,Kinalagte ES,6000000,2027
Region IV-A,Quezon,109041,Pandan ES,4500000,2028
Region IV-A,Quezon,109042,Panukulan CS,6500000,2026
Region IV-A,Quezon,301344,Libo NHS,4900000,2026
Region IV-A,Quezon,301396,Panukulan NHS (Formerly San Juan NHS),7000000,2026
Region IV-A,Quezon,308029,Bonbon National High School (Formerly Libo NHS-Bonbon Annex),5500000,2026
Region IV-A,Quezon,108978,Amaga ES,6000000,2027
Region IV-A,Quezon,108986,Katakian ES,6000000,2027
Region IV-A,Quezon,108987,Kilogan ES,6000000,2027
Region IV-A,Quezon,108989,Patnanungan CS,8731612.05,2025
Region IV-A,Quezon,108991,Sinintan ES,6000000,2027
Region IV-A,Quezon,301374,Patnanungan NHS,12978499.98,2025
Region IV-A,Quezon,308028,Busdak NHS (Formerly Busdak NHS - Patnanungan NHS Annex),7132844.3,2025
Region IV-A,Quezon,501326,Luod Integrated School,6000000,2027
Region IV-A,Quezon,109023,Bigyan ES,5000000,2026
Region IV-A,Quezon,109024,Binibitinan ES,5000000,2026
Region IV-A,Quezon,109025,Bislian ES,5000000,2026
Region IV-A,Quezon,109030,Kalubakis ES,5000000,2026
Region IV-A,Quezon,109032,Languyin ES,5000000,2026
Region IV-A,Quezon,109033,Libjo ES,5000000,2026
Region IV-A,Quezon,109040,Pamatdan ES,4500000,2028
Region IV-A,Quezon,109043,Pelion ES,4500000,2026
Region IV-A,Quezon,109045,Polillo CS,6500000,2026
Region IV-A,Quezon,109047,Salipsip Elementary School,4500000,2026
Region IV-A,Quezon,109048,Sibulan Elementary School,4000000,2026
Region IV-A,Quezon,301377,Polillo National High School,7000000,2026
Region IV-A,Quezon,301382,Sabang National High School,6000000,2026
Region IV-A,Quezon,301408,Taluong NHS,5500000,2026
Region IV-A,Quezon,308047,Polillo National High School Extension,7500000,2026
Region IV-A,Quezon,109070,Maliliit na Bato Elementary school,5000000,2026
Region IV-A,Quezon,109072,Maunlad ES,6000000,2027
Region IV-A,Quezon,301412,Ungos  Integrated NHS,6500000,2026
Region IV-A,Quezon,301413,Ungos National High School Extension - Llavac,6800000,2026
Region IV-A,Quezon,308026,Lubayat National High School (Formerly Ungos NHS - Lubayat Extension Class),6000000,2026
Region IV-A,Quezon,109079,Alupay ES,4000000,2026
Region IV-A,Quezon,109080,Apasan Elementary School,4500000,2026
Region IV-A,Quezon,109081,Pang-alaalang Paaralang A. S. Dayo (Bataan ES),4000000,2028
Region IV-A,Quezon,109082,Banot ES,4500000,2026
Region IV-A,Quezon,109086,Sampaloc ES I,4000000,2026
Region IV-A,Quezon,301384,"Sampaloc NHS, Sampaloc",17552717.93,2025
Region IV-A,Quezon,308037,Adela S. Torres NHS (Sampaloc NHS Ext.),5621213.12,2025
Region IV-A,Quezon,108626,Pahinga Norte ES,4000000,2026
Region IV-A,Quezon,108627,Pahinga Sur ES,4500000,2026
Region IV-A,Quezon,108629,Nadres and Virtucio ES,4000000,2028
Region IV-A,Quezon,108630,Santa Catalina CS,4500000,2026
Region IV-A,Quezon,108640,Masalukot 3 ES,4000000,2026
Region IV-A,Quezon,108642,Mayapyap Elementary School,4000000,2026
Region IV-A,Quezon,301297,Bukal Sur National High School,7801369.41,2025
Region IV-A,Quezon,301403,Sta. Catalina National High School,10000000,2025
Region IV-A,Quezon,308016,Dolores Macasaet National High School,6000000,2026
Region IV-A,Quezon,308019,Dr. Panfilo Castro NHS (Formerly Bukal Sur NHS-Mangilag Annex),9869341.03,2025
Region IV-A,Quezon,308040,Atty. Celso M. Reyes Integrated National High School (formerly Dr. Panfilo Castro NHS - Masalukot I Annex),6000000,2026
Region IV-A,Quezon,108677,Dolores Central School,5500000,2026
Region IV-A,Quezon,108680,Don Severo Felismino ES,4000000,2026
Region IV-A,Quezon,108682,Pedro Bombane ES,4000000,2026
Region IV-A,Quezon,301317,Dagatan National High School,12329657.28,2025
Region IV-A,Quezon,301318,Sta. Lucia NHS (Formerly Dagatan NHS Annex - Sta. Lucia),7288531.72,2025
Region IV-A,Quezon,109102,Briones ES,4000000,2026
Region IV-A,Quezon,301305,Callejon NHS,8215270.06,2025
Region IV-A,Quezon,301385,San Antonio NHS,6000000,2026
Region IV-A,Quezon,308046,Juanito C. Wagan  Integrated National High School  (Formerly San Antonio National High School Annex),6000000,2026
Region IV-A,Quezon,109161,Canda ES,4500000,2026
Region IV-A,Quezon,109168,Pili ES,4000000,2026
Region IV-A,Quezon,109169,Sariaya East Central Main ES,6500000,2026
Region IV-A,Quezon,109171,Tumbaga I ES,4000000,2026
Region IV-A,Quezon,109178,Concepcion Pinagbakuran ES,4000000,2026
Region IV-A,Quezon,109184,Kiling ES,4000000,2026
Region IV-A,Quezon,109185,Lutucan Bata ES,4000000,2028
Region IV-A,Quezon,109186,Lutucan CS,7000000,2026
Region IV-A,Quezon,109187,Manggalang I ES,4000000,2026
Region IV-A,Quezon,109190,Gov. Natalio & Susana Enriquez ES,4000000,2026
Region IV-A,Quezon,109191,San Roque ES,4000000,2026
Region IV-A,Quezon,137003,Bantilan Elementary School,4000000,2026
Region IV-A,Quezon,301308,Canda National High School,6658810.42,2025
Region IV-A,Quezon,301349,Lutucan Integrated National High School,40000000,2026
Region IV-A,Quezon,308032,Pili NHS (Formerly Lutucan NHS Pili Ext.),5500000,2026
Region IV-A,Quezon,308041,Castañas NHS,6042518.71,2025
Region IV-A,Quezon,308043,Bignay National High School,4402565.78,2025
Region IV-A,Quezon,501329,Mamala Integrated School,6500000,2026
Region IV-A,Quezon,109265,Ayusan ES,4000000,2026
Region IV-A,Quezon,109266,Behia ES,4000000,2026
Region IV-A,Quezon,109268,Bula Elementary School,4000000,2026
Region IV-A,Quezon,109271,Cabay ES,4000000,2026
Region IV-A,Quezon,109272,Claro M. Recto Mem. CS,6000000,2026
Region IV-A,Quezon,109274,Doña Concepcion H. Umali Elem. Sch.,7500000,2026
Region IV-A,Quezon,109277,Lalig ES,4000000,2028
Region IV-A,Quezon,109283,San Isidro ES,4000000,2026
Region IV-A,Quezon,109284,San Jose Elementary School,4000000,2026
Region IV-A,Quezon,109286,San Pedro ES,4000000,2026
Region IV-A,Quezon,301299,Cabay NHS,5500000,2026
Region IV-A,Quezon,301348,Lusacan National High School,7000000,2026
Region IV-A,Quezon,301370,Paiisa NHS,11518344.78,2025
Region IV-A,Quezon,308012,Gloria Umali Integrated NHS,6500000,2026
Region IV-A,Quezon,308033,Lalig National High School,6000000,2026
Region IV-A,Quezon,308035,Talisay Integrated School,4000000,2026
Region IV-A,Quezon,108944,Agdangan Central Elementary School,7504194.1,2025
Region IV-A,Quezon,108945,Binagbag ES,4291041.22,2025
Region IV-A,Quezon,108957,Salvacion ES,4500000,2026
Region IV-A,Quezon,301293,Binagbag Integrated High School,4449695.08,2025
Region IV-A,Quezon,301321,Elias A. Salvador NHS,11569946.55,2025
Region IV-A,Quezon,108537,Buenavista CES,7300000,2026
Region IV-A,Quezon,108540,De La Paz ES,4000000,2026
Region IV-A,Quezon,108542,Esperanza ES,4500000,2026
Region IV-A,Quezon,108543,Hagonghong ES,4000000,2026
Region IV-A,Quezon,108546,Masaya PS,4000000,2026
Region IV-A,Quezon,108550,San Pedro ES,4500000,2028
Region IV-A,Quezon,108553,Villa Aurora ES,4000000,2026
Region IV-A,Quezon,308006,Hagonghong Integrated HS,6476533.91,2025
Region IV-A,Quezon,308008,Maligaya NHS,4739520.83,2025
Region IV-A,Quezon,308014,Cabong NHS,4081728.85,2025
Region IV-A,Quezon,308018,San Pedro NHS-formerly Buenavista NHS-Annex,5500000,2026
Region IV-A,Quezon,108643,Ajos ES,4000000,2026
Region IV-A,Quezon,108648,Camandiison Elementary School,4500000,2026
Region IV-A,Quezon,108655,Macpac ES,4000000,2026
Region IV-A,Quezon,301311,Doongan Ilaya National High School,5500000,2026
Region IV-A,Quezon,301392,Estanislao Perlas National High School,6226797.11,2025
Region IV-A,Quezon,301401,"San Roque NHS, Catanauan",6951197.88,2025
Region IV-A,Quezon,108686,Gen. Luna CS,7000000,2026
Region IV-A,Quezon,108693,San Ignacio Ilaya ES,4000000,2028
Region IV-A,Quezon,301354,Malaya NHS,5618114.72,2025
Region IV-A,Quezon,305767,General Luna National High School,6500000,2026
Region IV-A,Quezon,501325,Sergio Balane Integrated School,6500000,2026
Region IV-A,Quezon,502142,San Nicolas Integrated School,6500000,2026
Region IV-A,Quezon,108873,Anos ES,4500000,2026
Region IV-A,Quezon,108874,Calantas ES,4500000,2026
Region IV-A,Quezon,108875,Lahing ES,4000000,2026
Region IV-A,Quezon,108877,Macalelon Central Elementary School,5500000,2026
Region IV-A,Quezon,108881,Olongtao Ibaba ES,5000000,2026
Region IV-A,Quezon,108882,Olongtao Ilaya ES,5000000,2026
Region IV-A,Quezon,108887,Taguin Elementary School,4500000,2028
Region IV-A,Quezon,108889,Vista Hermosa ES,4000000,2026
Region IV-A,Quezon,301303,Calantas NHS,5721552.31,2025
Region IV-A,Quezon,301360,Olongtao National High School,12397772.22,2025
Region IV-A,Quezon,108919,Ajos ES,4000000,2026
Region IV-A,Quezon,108921,Bagupaye ES,5500000,2026
Region IV-A,Quezon,108924,Burgos ES,4000000,2026
Region IV-A,Quezon,108925,Calangcang ES,4000000,2026
Region IV-A,Quezon,108929,Ilayang Yuni ES,4500000,2026
Region IV-A,Quezon,108937,Parang ES,4000000,2026
Region IV-A,Quezon,301282,Ajos National High School,7500000,2026
Region IV-A,Quezon,301288,Bagupaye  Integrated High School,4000000,2026
Region IV-A,Quezon,301373,Doña Francisca Alvarez Rejano Integrated School (Formerly Patabog NHS),5623489.81,2025
Region IV-A,Quezon,108954,Padre Burgos CS,4000000,2026
Region IV-A,Quezon,108958,Sipa ES,4000000,2028
Region IV-A,Quezon,108960,Walay ES,4000000,2028
Region IV-A,Quezon,108961,Yawe ES,4000000,2028
Region IV-A,Quezon,301337,Lina Gayeta-Lasquety NHS (Formerly Kinagunan Ibaba NHS),5821892.2,2025
Region IV-A,Quezon,308023,Danlagan NHS (Formerly Kinagunan Ibaba NHS Ext. Classes),5693431.5,2025
Region IV-A,Quezon,109000,Amontay ES,4500000,2026
Region IV-A,Quezon,109001,Cabulihan ES,4500000,2028
Region IV-A,Quezon,109002,Cawayanin ES,4500000,2026
Region IV-A,Quezon,109003,Dulong Bayan ES,4500000,2028
Region IV-A,Quezon,109006,Piña ES,4500000,2026
Region IV-A,Quezon,109010,Quinagasan ES,4500000,2026
Region IV-A,Quezon,109012,Sampaloc ES,4500000,2026
Region IV-A,Quezon,109013,Soliyao Elementary School,4500000,2026
Region IV-A,Quezon,301285,Amontay National High School,6000000,2026
Region IV-A,Quezon,301300,Cabulihan NHS,5000000,2026
Region IV-A,Quezon,301376,Pitogo Community High School,5895174.13,2025
Region IV-A,Quezon,301383,"Sampaloc National High School, Pitogo",5500000,2026
Region IV-A,Quezon,109088,Alibihaban ES,6000000,2027
Region IV-A,Quezon,109089,Alfredo C. Tan ES,4000000,2028
Region IV-A,Quezon,109091,Camflora Elementary School- Annex,4500000,2026
Region IV-A,Quezon,109096,Segaras ES,4000000,2026
Region IV-A,Quezon,109099,Tamnao ES,4000000,2026
Region IV-A,Quezon,109100,Yugno ES,6000000,2027
Region IV-A,Quezon,301306,San Andres NHS ( formerly Camflora NHS),8600000,2026
Region IV-A,Quezon,109115,Aurora Central Annex I ES,4500000,2026
Region IV-A,Quezon,109135,Tumbaga ES,4000000,2028
Region IV-A,Quezon,301298,Dr. Vivencio V. Marquez National High School,5500000,2026
Region IV-A,Quezon,301309,Casay National High School,5864177.15,2025
Region IV-A,Quezon,301369,Pagsangahan NHS,5800000,2026
Region IV-A,Quezon,301390,"Marcial B. Villanueva NHS (Formerly San Francisco NHS, San Francisco)",6238395.76,2025
Region IV-A,Quezon,301411,Tumbaga National High School,6500000,2026
Region IV-A,Quezon,308034,Butanguiad NHS,6152520.83,2025
Region IV-A,Quezon,308044,Huyon-Uyon National High School,6500000,2026
Region IV-A,Quezon,501752,Madagoldol Integrated School,7000000,2027
Region IV-A,Quezon,109145,Maguiting ES,6000000,2027
Region IV-A,Quezon,109147,Pinagsama ES,6000000,2027
Region IV-A,Quezon,109151,San Juan ES,4000000,2026
Region IV-A,Quezon,109152,San Narciso Central Elementary School,5500000,2026
Region IV-A,Quezon,109154,Vigo CES,4000000,2026
Region IV-A,Quezon,109156,VIlla Reyes ES,4000000,2026
Region IV-A,Quezon,301281,Doña Salud National High School,5500000,2026
Region IV-A,Quezon,301322,Gregorio Reyes NHS,5500000,2026
Region IV-A,Quezon,301399,Godofredo M. Tan Memorial Integrated School of Arts and Trades (Formerly San Narciso Voc. HS),7000000,2026
Region IV-A,Quezon,308031,White Cliff NHS,6000000,2026
Region IV-A,Quezon,109304,San Roque ES,4000000,2026
Region IV-A,Quezon,109306,Unisan CES,6000000,2026
Region IV-A,Quezon,301302,Caigdal National High School,5620408.1,2025
Region IV-A,Quezon,301371,Leonarda D. Vera Cruz NHS (Formerly Panaon NHS),6340447.72,2025
Region IV-A,Quezon,108503,Alabat Central Elementary School,6500000,2026
Region IV-A,Quezon,301284,Alabat Island National High School,25000000,2026
Region IV-A,Quezon,500866,CB Encarnado Integrated School,5500000,2026
Region IV-A,Quezon,501219,Angeles Caglate Integrated School,4500000,2026
Region IV-A,Quezon,501220,RT Camacho Integrated School,5500000,2026
Region IV-A,Quezon,108509,Atimonan CES (Merged Atimonan CS I & Atimonan CS II),6000000,2026
Region IV-A,Quezon,108511,Atimonan CS - Annex,5000000,2026
Region IV-A,Quezon,108519,Malinao Ibaba ES,4500000,2028
Region IV-A,Quezon,108521,Malusak ES,5000000,2026
Region IV-A,Quezon,301355,Maligaya Integrated National High School,5000000,2026
Region IV-A,Quezon,301356,Malinao Ilaya Integrated National High School,4500000,2026
Region IV-A,Quezon,301400,San Rafael NHS,5000000,2026
Region IV-A,Quezon,501324,Balubad Integrated School,5000000,2026
Region IV-A,Quezon,108572,Anahawan Elementary School,4500000,2026
Region IV-A,Quezon,108573,Bucal ES,4000000,2028
Region IV-A,Quezon,108575,Capaluhan ES,4500000,2028
Region IV-A,Quezon,108576,Catangtang ES,4000000,2028
Region IV-A,Quezon,108577,Dapdap ES,4000000,2026
Region IV-A,Quezon,108582,Rizal Ibaba ES,4000000,2026
Region IV-A,Quezon,108583,San Roque ES,4000000,2028
Region IV-A,Quezon,108586,Tabansak ES,4000000,2028
Region IV-A,Quezon,108589,Viñas ES,4000000,2026
Region IV-A,Quezon,108593,Atulayan ES,4000000,2028
Region IV-A,Quezon,108596,Buli ES,4500000,2028
Region IV-A,Quezon,108609,Sta. Maria ES,4000000,2028
Region IV-A,Quezon,108610,Sta. Rosa ES,4000000,2028
Region IV-A,Quezon,108612,Sumulong ES,4000000,2028
Region IV-A,Quezon,108614,Tiniguiban ES,4500000,2028
Region IV-A,Quezon,108615,VIlla Magsino ES,4000000,2026
Region IV-A,Quezon,301339,Lagay NHS,5918021.15,2025
Region IV-A,Quezon,301341,"Lamon Bay SOF Annex - Capaluhan, Calauag",6000000,2026
Region IV-A,Quezon,308011,Sto. Angel National High School,5731244.88,2025
Region IV-A,Quezon,308013,Villa San Isidro NHS,5000000,2026
Region IV-A,Quezon,308021,Dr. Arsenio C. Nicolas Integrated National High School (Formerly Dr. Arsenio C. Nicolas NHS),6994231.38,2025
Region IV-A,Quezon,308022,Rufina P. Trinidad Mem. NHS,6000000,2026
Region IV-A,Quezon,308027,Ananias A. Diamante Integrated National High School (Formerly Dr. Arsenio C. Nicolas NHS - Dominlog Ext.),5500000,2026
Region IV-A,Quezon,502667,Bantulinao Integrated School,6037975.32,2025
Region IV-A,Quezon,108726,Aloneros ES,6000000,2026
Region IV-A,Quezon,108729,Capuluan Tulon ES,4000000,2029
Region IV-A,Quezon,108730,Dancalan Caimawan ES,4000000,2029
Region IV-A,Quezon,108732,Danlagan ES,4000000,2026
Region IV-A,Quezon,108735,Dungawan Paalyunan ES,4500000,2026
Region IV-A,Quezon,108736,Gapas ES,4000000,2026
Region IV-A,Quezon,108737,Gregorio M. Mendoza ES,4500000,2028
Region IV-A,Quezon,108738,Guinayangan ES,4000000,2029
Region IV-A,Quezon,108741,Mabini ES,5000000,2026
Region IV-A,Quezon,108742,Nabangka ES,5000000,2026
Region IV-A,Quezon,108745,San Luis II ES,4000000,2029
Region IV-A,Quezon,108747,Sta. Cruz ES,4500000,2026
Region IV-A,Quezon,301323,Guinayangan NHS,7000000,2026
Region IV-A,Quezon,301324,STA. CRUZ NATIONAL HIGH SCHOOL,6299303.47,2025
Region IV-A,Quezon,301342,Aloneros NHS (Formerly LBS of Fisheries Ext. - Aloneros,6787805.49,2025
Region IV-A,Quezon,301359,Nabangka NHS,6860134.62,2025
Region IV-A,Quezon,305768,Guinayangan Senior High School,7262743.73,2025
Region IV-A,Quezon,108751,Anonangin ES,4000000,2029
Region IV-A,Quezon,108756,Camohaguin ES,4000000,2028
Region IV-A,Quezon,108759,Gumaca East CES,7200000,2026
Region IV-A,Quezon,108764,Villa Padua ES,4000000,2028
Region IV-A,Quezon,108766,Casasahan ES,4500000,2026
Region IV-A,Quezon,108767,Gumaca West CES (Gumaca West I & II CS merged),6000000,2026
Region IV-A,Quezon,108772,Plaza Rizal ES,4000000,2028
Region IV-A,Quezon,108774,Rosario ES,4500000,2028
Region IV-A,Quezon,108775,Sastre ES,4000000,2029
Region IV-A,Quezon,108777,VIlla Perez ES,4500000,2028
Region IV-A,Quezon,165009,Villa Bota ES,4500000,2028
Region IV-A,Quezon,301290,Bantad National High School,5000000,2026
Region IV-A,Quezon,301307,Camohaguin National High School,4000000,2029
Region IV-A,Quezon,301340,Lamon Bay SOF - Main Gumaca,15118108,2025
Region IV-A,Quezon,301415,Villa Perez NHS,7115433.82,2025
Region IV-A,Quezon,108797,Banabahin ES,4500000,2026
Region IV-A,Quezon,108798,Bebito ES,4500000,2026
Region IV-A,Quezon,108799,Cagacag ES,4500000,2028
Region IV-A,Quezon,108803,Cogorin Ibaba ES,4000000,2028
Region IV-A,Quezon,108805,Don Emilio Salumbides ES,4000000,2026
Region IV-A,Quezon,108809,Lalaguna I ES,4500000,2026
Region IV-A,Quezon,108812,Magallanes Elementary School,5000000,2028
Region IV-A,Quezon,108814,Pisipis ES,4500000,2026
Region IV-A,Quezon,108821,Sumalang Elementary Schoool,4000000,2026
Region IV-A,Quezon,108822,Tan-Ag ES,4000000,2026
Region IV-A,Quezon,108823,Vegaflor Elementary School,4500000,2026
Region IV-A,Quezon,108826,VIlla Aurora ES,4000000,2028
Region IV-A,Quezon,108828,Villageda ES,4000000,2028
Region IV-A,Quezon,108829,Villahermosa ES,4000000,2028
Region IV-A,Quezon,108830,Villaminda Elementary School,4000000,2026
Region IV-A,Quezon,108840,Gomez Elementary School,4000000,2028
Region IV-A,Quezon,108844,Ilayang Ilog A,4500000,2028
Region IV-A,Quezon,108846,Jongo ES,4500000,2026
Region IV-A,Quezon,108848,Talolong ES,4500000,2028
Region IV-A,Quezon,108849,Lourdes ES,4000000,2028
Region IV-A,Quezon,108850,Matinik ES,4500000,2028
Region IV-A,Quezon,108853,San Miguel Dao I ES,4500000,2028
Region IV-A,Quezon,108854,San Miguel Dao II ES,4500000,2028
Region IV-A,Quezon,301327,Hondagua NHS,11650889.66,2025
Region IV-A,Quezon,301328,Guites NHS,6000000,2026
Region IV-A,Quezon,301345,Lopez National Comprehensive High School,41696269.97,2025
Region IV-A,Quezon,301352,Pisipis NHS (Formerly Magallanes NHS Pisipis Extension),5500000,2026
Region IV-A,Quezon,301353,Veronica NHS (Formerly Magallanes NHS Veronica Extension),6000000,2026
Region IV-A,Quezon,301387,Ilayang Ilog-A NHS (Formerly San Francisco B NHS Ilayang Ilog A Ext.),5000000,2026
Region IV-A,Quezon,301388,Dao National High School (Formerly San Francisco B NHS - San Miguel Dao II Ext.),5650927.7,2025
Region IV-A,Quezon,301389,Sto. Nino Ilaya NHS (Formerly San Francisco B NHS Sto. NiÃ±o Ilaya Ext.),5000000,2026
Region IV-A,Quezon,308009,Pamampangin NHS,5500000,2026
Region IV-A,Quezon,308042,Jongo National High School,7000000,2026
Region IV-A,Quezon,108996,Perez CS,5000000,2026
Region IV-A,Quezon,301375,Perez National High School,7500000,2026
Region IV-A,Quezon,501265,Severo Tejada Integrated School,5000000,2026
Region IV-A,Quezon,109017,Plaridel CS,6266383.9,2025
Region IV-A,Quezon,109052,Del Pilar Elementary School,4000000,2026
Region IV-A,Quezon,109055,Ma. Febrer Maningas ES,4000000,2026
Region IV-A,Quezon,109056,Pedro Cabangon ES,4000000,2026
Region IV-A,Quezon,109058,R. Sasot Elementary School,4000000,2026
Region IV-A,Quezon,109059,Sabang ES,4000000,2026
Region IV-A,Quezon,301314,Cesar C. Tan Memorial National High School (formerly Cometa NHS Annex),5500000,2026
Region IV-A,Quezon,301315,Pablo D. Maningas National High School,5800000,2026
Region IV-A,Quezon,301365,JOEL B. ARQUIZA NHS,5000000,2026
Region IV-A,Quezon,109195,Bagong Silang ES,4000000,2026
Region IV-A,Quezon,109205,Kinatakutan ES,4500000,2026
Region IV-A,Quezon,109209,Magsaysay ES,4000000,2026
Region IV-A,Quezon,109213,Mansilay ES,4500000,2026
Region IV-A,Quezon,109221,San Isidro ES,4000000,2026
Region IV-A,Quezon,109225,Sta. Monica ES,4500000,2026
Region IV-A,Quezon,109229,Tagkawayan CES,7500000,2026
Region IV-A,Quezon,301289,Bamban National High School,5984399.73,2025
Region IV-A,Quezon,301336,Katimo NHS,6805394.06,2025
Region IV-A,Quezon,301398,Sanmandelcar National High School,6525228.22,2025
Region IV-A,Quezon,301405,Tabason NHS,5833312.99,2025
Region IV-A,Quezon,301406,Tagkawayan NHS,10251613.82,2025
Region IV-A,Quezon,308045,MANSILAY NHS,5183634.59,2025
Region IV-A,Rizal,109307,Angono Elementary School,27068594.42,2027
Region IV-A,Rizal,109313,Joaquin Guido Elementary School (Angono ES Unit I),12331801.69,2028
Region IV-A,Rizal,308104,Margarito A. Duavit Memorial National High School,14618920.58,2026
Region IV-A,Rizal,109529,Hapay Na Mangga ES,8485419.28,2027
Region IV-A,Rizal,137066,San Lorenzo Ruiz Elementary School,10371584.85,2025
Region IV-A,Rizal,308108,Antonio C. Esguerra Mem. NHS,9881324.31,2028
Region IV-A,Rizal,308120,Jalajala National High School,11088983.56,2026
Region IV-A,Rizal,301452,Morong National High School,38735968.4,2026
Region IV-A,Rizal,109469,Kasiglahan Village Elementary School,17734416.48,2028
Region IV-A,Rizal,165502,Tagumpay Elementary School,7533011.62,2028
Region IV-A,Rizal,308106,San Isidro National High School,7977923.58,2029
Region IV-A,Rizal,308122,Manggahan National High School,7091463.22,2029
Region IV-A,San Pablo City,136939,Don Arsenio Escudero Sr. Memorial School,6000000,2025
Region IV-A,San Pedro City,108420,Cuyab Elementary School,4500000,2025
Region IV-A,San Pedro City,108421,Estrella ES,3200000,2025
Region IV-A,San Pedro City,108423,Landayan ES,3200000,2025
Region IV-A,San Pedro City,108424,Langgam ES,3200000,2025
Region IV-A,San Pedro City,108426,Pacita Complex I ES,3200000,2025
Region IV-A,San Pedro City,108429,Sampaguita Village ES,6500000,2025
Region IV-A,San Pedro City,108432,San Pedro CES,6500000,2025
Region IV-A,San Pedro City,108434,San Vicente Elementary School,6500000,2025
Region IV-A,San Pedro City,301256,Pacita Complex NHS,6500000,2025
Region IV-A,San Pedro City,301261,Sampaguita Vill. NHS,6500000,2025
Region IV-A,San Pedro City,307914,Doña Pilar M. Alberto Integrated High School,6500000,2025
Region IV-A,San Pedro City,307939,Southville 3A (Sampaguita Ext.),6500000,2025
